accounting_record_id,store_id,sale_id,purchase_order_id,record_type,record_category,amount,record_date,description,fiscal_period
996,5,996.0,,revenue,sales,29.29,2025-07-19,Revenue from sale 996,2025-07
997,5,997.0,,revenue,sales,23.29,2025-12-31,Revenue from sale 997,2025-12
998,5,998.0,,revenue,sales,37.1,2025-11-15,Revenue from sale 998,2025-11
999,5,999.0,,revenue,sales,56.57,2025-07-09,Revenue from sale 999,2025-07
1000,1,1000.0,,revenue,sales,86.79,2025-12-04,Revenue from sale 1000,2025-12
1001,2,,2.0,expense,inventory_purchase,1004.25,2025-09-09,Expense for purchase order 2,2025-09
1002,1,,3.0,expense,inventory_purchase,1174.19,2025-11-03,Expense for purchase order 3,2025-11
1003,1,,6.0,expense,inventory_purchase,703.24,2025-03-16,Expense for purchase order 6,2025-03
1004,2,,7.0,expense,inventory_purchase,318.41,2025-01-28,Expense for purchase order 7,2025-01
1005,3,,8.0,expense,inventory_purchase,585.02,2025-06-13,Expense for purchase order 8,2025-06
1006,3,,11.0,expense,inventory_purchase,1080.64,2025-03-05,Expense for purchase order 11,2025-03
1007,2,,12.0,expense,inventory_purchase,113.05,2025-09-23,Expense for purchase order 12,2025-09
1008,3,,13.0,expense,inventory_purchase,459.13,2025-04-08,Expense for purchase order 13,2025-04
1009,2,,14.0,expense,inventory_purchase,1180.33,2025-10-14,Expense for purchase order 14,2025-10
1010,2,,16.0,expense,inventory_purchase,787.81,2025-01-09,Expense for purchase order 16,2025-01
1011,2,,18.0,expense,inventory_purchase,824.39,2025-03-07,Expense for purchase order 18,2025-03
1012,2,,19.0,expense,inventory_purchase,1258.54,2025-03-08,Expense for purchase order 19,2025-03
1013,1,,20.0,expense,inventory_purchase,970.65,2025-09-05,Expense for purchase order 20,2025-09
1014,2,,23.0,expense,inventory_purchase,470.07,2025-10-28,Expense for purchase order 23,2025-10
1015,2,,25.0,expense,inventory_purchase,207.8,2025-09-14,Expense for purchase order 25,2025-09
1016,1,,26.0,expense,inventory_purchase,976.61,2025-10-24,Expense for purchase order 26,2025-10
1017,2,,30.0,expense,inventory_purchase,277.34,2025-09-21,Expense for purchase order 30,2025-09
1018,4,,31.0,expense,inventory_purchase,396.25,2025-06-05,Expense for purchase order 31,2025-06
1019,5,,32.0,expense,inventory_purchase,731.78,2025-07-11,Expense for purchase order 32,2025-07
1020,1,,35.0,expense,inventory_purchase,440.32,2025-09-01,Expense for purchase order 35,2025-09
1021,4,,36.0,expense,inventory_purchase,869.88,2025-11-20,Expense for purchase order 36,2025-11
1022,2,,37.0,expense,inventory_purchase,212.19,2025-07-22,Expense for purchase order 37,2025-07
1023,1,,38.0,expense,inventory_purchase,1071.15,2025-07-06,Expense for purchase order 38,2025-07
1024,5,,40.0,expense,inventory_purchase,507.87,2025-09-08,Expense for purchase order 40,2025-09
1025,1,,42.0,expense,inventory_purchase,1146.15,2025-05-09,Expense for purchase order 42,2025-05
1026,1,,43.0,expense,inventory_purchase,320.45,2025-01-28,Expense for purchase order 43,2025-01
1027,4,,44.0,expense,inventory_purchase,986.49,2025-09-24,Expense for purchase order 44,2025-09
1028,1,,45.0,expense,inventory_purchase,209.68,2025-12-05,Expense for purchase order 45,2025-12
1029,3,,47.0,expense,inventory_purchase,1106.81,2025-10-18,Expense for purchase order 47,2025-10
1030,1,,48.0,expense,inventory_purchase,1062.76,2025-07-16,Expense for purchase order 48,2025-07
1031,4,,49.0,expense,inventory_purchase,471.22,2025-04-28,Expense for purchase order 49,2025-04
1032,4,,50.0,expense,inventory_purchase,438.33,2025-11-16,Expense for purchase order 50,2025-11
1033,1,,51.0,expense,inventory_purchase,1422.53,2025-10-19,Expense for purchase order 51,2025-10
1034,4,,53.0,expense,inventory_purchase,1209.58,2025-08-22,Expense for purchase order 53,2025-08
1035,3,,54.0,expense,inventory_purchase,512.86,2025-06-28,Expense for purchase order 54,2025-06
1036,3,,55.0,expense,inventory_purchase,440.0,2025-07-12,Expense for purchase order 55,2025-07
1037,1,,57.0,expense,inventory_purchase,495.21,2025-12-05,Expense for purchase order 57,2025-12
1038,1,,58.0,expense,inventory_purchase,944.51,2025-12-19,Expense for purchase order 58,2025-12
1039,2,,59.0,expense,inventory_purchase,1038.03,2025-01-11,Expense for purchase order 59,2025-01
1040,5,,60.0,expense,inventory_purchase,427.99,2025-11-09,Expense for purchase order 60,2025-11
1041,1,,62.0,expense,inventory_purchase,646.96,2025-09-08,Expense for purchase order 62,2025-09
1042,4,,64.0,expense,inventory_purchase,625.59,2025-07-22,Expense for purchase order 64,2025-07
1043,2,,65.0,expense,inventory_purchase,1078.49,2025-05-28,Expense for purchase order 65,2025-05
1044,5,,67.0,expense,inventory_purchase,2007.08,2025-09-25,Expense for purchase order 67,2025-09
1045,3,,69.0,expense,inventory_purchase,442.21,2025-08-24,Expense for purchase order 69,2025-08
1046,3,,70.0,expense,inventory_purchase,2026.56,2025-11-30,Expense for purchase order 70,2025-11
1047,5,,73.0,expense,inventory_purchase,460.99,2025-12-08,Expense for purchase order 73,2025-12
1048,4,,77.0,expense,inventory_purchase,912.37,2025-08-10,Expense for purchase order 77,2025-08
1049,3,,78.0,expense,inventory_purchase,494.75,2025-09-09,Expense for purchase order 78,2025-09
1050,1,,79.0,expense,inventory_purchase,692.1,2025-04-14,Expense for purchase order 79,2025-04
1051,1,,81.0,expense,inventory_purchase,1528.91,2025-01-29,Expense for purchase order 81,2025-01
1052,4,,82.0,expense,inventory_purchase,447.13,2025-10-13,Expense for purchase order 82,2025-10
1053,4,,86.0,expense,inventory_purchase,511.18,2025-07-30,Expense for purchase order 86,2025-07
1054,5,,88.0,expense,inventory_purchase,506.13,2025-10-04,Expense for purchase order 88,2025-10
1055,2,,89.0,expense,inventory_purchase,1019.9,2025-05-23,Expense for purchase order 89,2025-05
1056,1,,90.0,expense,inventory_purchase,509.58,2025-11-27,Expense for purchase order 90,2025-11
1057,3,,91.0,expense,inventory_purchase,396.44,2025-10-24,Expense for purchase order 91,2025-10
1058,3,,94.0,expense,inventory_purchase,722.96,2025-12-10,Expense for purchase order 94,2025-12
1059,1,,96.0,expense,inventory_purchase,494.82,2025-03-24,Expense for purchase order 96,2025-03
1060,5,,97.0,expense,inventory_purchase,458.09,2025-11-18,Expense for purchase order 97,2025-11
1061,4,,99.0,expense,inventory_purchase,328.95,2025-07-21,Expense for purchase order 99,2025-07
1062,3,,,expense,utilities,391.01,2025-11-19,Store operating expense,2025-11
1063,3,,,expense,utilities,819.81,2025-12-06,Store operating expense,2025-12
1064,1,,,expense,utilities,847.1,2025-12-13,Store operating expense,2025-12
1065,3,,,expense,utilities,852.36,2025-11-16,Store operating expense,2025-11
1066,4,,,expense,maintenance,453.69,2025-11-20,Store operating expense,2025-11
1067,1,,,expense,utilities,818.55,2025-12-28,Store operating expense,2025-12
1068,4,,,expense,supplies,124.89,2025-12-03,Store operating expense,2025-12
1069,4,,,expense,maintenance,59.27,2025-11-22,Store operating expense,2025-11
1070,5,,,expense,maintenance,168.51,2025-12-22,Store operating expense,2025-12
1071,3,,,expense,utilities,764.15,2025-12-02,Store operating expense,2025-12
1072,1,,,expense,utilities,587.58,2025-12-10,Store operating expense,2025-12
1073,3,,,expense,supplies,204.37,2025-11-21,Store operating expense,2025-11
1074,3,,,expense,utilities,837.03,2025-12-24,Store operating expense,2025-12
1075,1,,,expense,supplies,1095.69,2025-12-10,Store operating expense,2025-12
1076,4,,,expense,utilities,817.51,2025-11-12,Store operating expense,2025-11
1077,1,,,expense,utilities,789.45,2025-12-23,Store operating expense,2025-12
1078,4,,,expense,maintenance,758.98,2025-11-21,Store operating expense,2025-11
1079,5,,,expense,supplies,1188.59,2025-11-12,Store operating expense,2025-11
1080,2,,,expense,utilities,602.33,2025-11-03,Store operating expense,2025-11
1081,4,,,expense,maintenance,720.55,2025-12-16,Store operating expense,2025-12
1082,4,,,expense,supplies,249.26,2025-12-30,Store operating expense,2025-12
1083,5,,,expense,maintenance,318.79,2025-11-11,Store operating expense,2025-11
1084,4,,,expense,utilities,703.98,2025-12-05,Store operating expense,2025-12
1085,1,,,expense,supplies,996.13,2025-11-06,Store operating expense,2025-11
1086,2,,,expense,supplies,828.33,2025-12-21,Store operating expense,2025-12
1087,5,,,expense,utilities,950.96,2025-12-24,Store operating expense,2025-12
1088,2,,,expense,maintenance,801.76,2025-11-20,Store operating expense,2025-11
1089,2,,,expense,maintenance,52.53,2025-12-25,Store operating expense,2025-12
1090,2,,,expense,supplies,906.38,2025-11-28,Store operating expense,2025-11
1091,4,,,expense,utilities,281.81,2025-11-18,Store operating expense,2025-11
1092,5,,,expense,supplies,745.18,2025-11-20,Store operating expense,2025-11
1093,2,,,expense,maintenance,289.99,2025-12-31,Store operating expense,2025-12
1094,1,,,expense,supplies,655.83,2025-11-24,Store operating expense,2025-11
1095,5,,,expense,maintenance,891.4,2025-11-28,Store operating expense,2025-11
1096,4,,,expense,maintenance,983.73,2025-12-03,Store operating expense,2025-12
1097,3,,,expense,utilities,886.58,2025-11-12,Store operating expense,2025-11
1098,4,,,expense,supplies,1136.42,2025-11-12,Store operating expense,2025-11
1099,3,,,expense,maintenance,73.95,2025-12-06,Store operating expense,2025-12
1100,2,,,expense,maintenance,994.37,2025-11-18,Store operating expense,2025-11
