sale_id,store_id,customer_id,employee_id,sale_timestamp,sales_subtotal,discount_total,tax_total,points_earned,points_redeemed,total_amount
991,4,1.0,46,2025-04-17 15:35:00,11.24,0.43,0.96,10,0,11.77
992,2,,25,2025-05-25 11:48:00,18.56,0.0,1.65,0,0,20.21
993,2,172.0,25,2025-08-24 13:17:00,37.31,0.0,3.31,37,0,40.62
994,3,29.0,42,2025-07-26 16:25:00,24.32,0.0,2.16,24,0,26.48
995,3,126.0,43,2025-12-29 18:39:00,19.5,0.68,1.67,18,0,20.49
996,5,,75,2025-07-19 10:37:00,26.9,0.0,2.39,0,0,29.29
997,5,123.0,75,2025-12-31 12:52:00,21.48,0.0,1.91,21,10,23.29
998,5,2.0,62,2025-11-15 10:11:00,34.08,0.0,3.02,34,0,37.1
999,5,83.0,73,2025-07-09 12:58:00,51.96,0.0,4.61,51,0,56.57
1000,1,42.0,14,2025-12-04 13:27:00,81.68,1.69,7.1,79,30,86.79
